3.214285714	0	0	0	0	0	18.35714286	0
0	28	0	0	0	0	19.21428571	0
0	0	0	0	0	0	32.72222222	0
0	0	0	0	0	0	38.42105263	0
0	0	9.25	0	0	0	30.1875	0
32.2	0	0	0	0	0	14.33333333	0
0	27.125	0	0	0	0	21.25	0
0	0	0	0	0	32.54545455	12.59090909	0
0	0	0	0	0	10.92857143	28.35714286	0
0	0	0	0	0	0	32.95238095	0
0	0	0	0	0	0	19.15	0
30.23076923	0	0	0	0	0	18.23076923	0
0.379310345	15.13793103	0	0	0	0	21.24137931	0
0	0	0	0	0	29.4375	10	0
0	0	0	0	0	0	45.96153846	0
0	0	11	0	0	0	20.42105263	0
24.41176471	0	0	0	0	0	21.52941176	0
0	16.33333333	0	0	0	0	24.16666667	0
0	0	0	0	0	0	29.17647059	0
23.27272727	0	0	0	0	0	10.90909091	0
0	0	0	0	0	0	33.34782609	0
0	0	0	0	0	0	25.15625	0
0	0	0	7.235294118	0	0	24.52941176	0
0	29.53333333	0	0	0	0	17.33333333	0
0	0	0	0	0	16.125	9.4375	0
0	0	0.066666667	0	0	0	22.2	0
0	0	0	3.25	0	0	16.75	0
0	0	0	0	0	0	16.35714286	0
33	0	0	0	0	0	9.692307692	0
0	0	0	0	0	0	22.91666667	0
0	0	0	0	0	0	12.73684211	0
0.909090909	7.545454545	0	0	0	0	20.90909091	0
0	0	0	0	0	24.0952381	8.571428571	0
0	0	0	0	0	0	19.05882353	0
0	0	0	0	0	0	16.21428571	0
0	0	0	0	0	0	15.5625	0
35.4375	0	0	0	0	0	10.5625	0
0	9.724137931	0	0	0	0	27	0
1.666666667	0	0	0	0	0	21.18181818	0
0	0	3.407407407	0	0	0	8.37037037	0
0	0	0.071428571	0	0	0	19.57142857	0
34.2	0	0	0	0	0	10.7	0
0	29.2	0	0	0	0	15.4	0
0	0	0	0	0	0	42.7	0
3.066666667	0	0	0	0	0	13.26666667	0
0	0	0	0	0	0	31.25	0
0	0	0	2.263157895	0	0	10.94736842	0
31.05555556	0	0	0	0	0	13.05555556	0
0	21.55	0	0	0	0	20.65	0
0	0	0	0	0	0	26.23529412	0
0	0	0	0	0	0	23.54545455	0
0	0	0	1.818181818	0	0	34.56060606	0
0	0	0	0	0	0	21.45454545	0
28	0	0	0	0	0	14.95238095	0
0	8.105263158	0	0	0	0	33	0
0	0	0.1875	0	0	0	17.25	0
0	0	1.142857143	0	0	0	16.64285714	0
0	0	0	0	0	0	37.8	0
0	0	0.157894737	0.947368421	0	0	20.68421053	0
20.76470588	0	0	0	0	0	19.11764706	0
0	32.08333333	0	0	0	0	16.45833333	0
29.44444444	0	0	0	0	0	15.27777778	0
27.92857143	0	0	0	0	0	21.14285714	0
0	0	0	0	0	0	41	0
0	0	0.310344828	0	0	0	25.37931034	0
0	0	4.684210526	0	0	0	23.63157895	0
4.833333333	0	0	0	0	0	16.2	0
0	0	0	0	0	0	47.35714286	0
31.05882353	0	0	0	0	0	9.529411765	0
0	0	0	9	0	0	9.4	0
0	0	0	0	0	0	36.73333333	0
0	0	0	0	0	0	40.32	0
0	8.166666667	0	0	0	0	11	0
0	0	0	0	0	0	24.21428571	0
0	0	0	5.352941176	0	0	20	0
34.39130435	0	0	0	0	0	6.956521739	0
0.588235294	0	0	0	0	0	20.58823529	0
0	24.55555556	0	0	0	0	24.72222222	0
0	0	0	0	0	0	47.66666667	0
0	0	0	0	0	0	27.85714286	0
0	0	0	0	0	0	29.92307692	0
27.43478261	0	0	0	0	0	20.65217391	0
2.5	0	0	0	0	0	4.583333333	0
0	25.36842105	0	0	0	0	3.052631579	0
0	0	0	0.333333333	0	0	6.722222222	0
0	27.86666667	0	0	0	0	19.33333333	0
0	0	0	0	0	6.227272727	19	0
0	0	0	0	0	0.473684211	21.89473684	0
44.81818182	0	0	0	0	0	4.393939394	0
0	0	0	0	0	0	21.53846154	0
0	30.30434783	0	0	0	0	15.39130435	0
0	0	7.707692308	0	0	0	22.15384615	0
31.41666667	0	0	0	0	0	16.29166667	0
29.6	0	0	0	0	0	13.1	0
0	0	0	4.8	0	0	14.66666667	0
0	12.42857143	0	0	0	0	35.42857143	0
0	0	0	4.041666667	0	0	17.33333333	0
0	37.08333333	0	0	0	0	12.41666667	0
0	0	0	0	0	2.64	19.52	0
0	0	0	3.777777778	0	0	22.77777778	0
0	0	0	0	0	0	23.35714286	0
25.64444444	0	0	0	0	0	19.64444444	0
0	0	0	0	0	4.375	29.125	0
0	0	0	0	0	8.6875	27.25	0
0	0	0	5	0	0	16.2	0
